"package","version","declared_licence","technical_review","licence_files","licence_file_sha256","packaged_paths","repository","homepage"
"postgres-bytea","1.0.1","MIT","METADATA_RECORDED","license","license:F057F36739D53D228A746DE4440C1E0C644ECDE06D6BEAB45337D39C9D12A393","node_modules/postgres-bytea","bendrucker/postgres-bytea",""
"postgres-date","1.0.7","MIT","METADATA_RECORDED","license","license:F057F36739D53D228A746DE4440C1E0C644ECDE06D6BEAB45337D39C9D12A393","node_modules/postgres-date","bendrucker/postgres-date",""
"postgres-interval","1.2.0","MIT","METADATA_RECORDED","license","license:F057F36739D53D228A746DE4440C1E0C644ECDE06D6BEAB45337D39C9D12A393","node_modules/postgres-interval","bendrucker/postgres-interval",""
"prebuild-install","7.1.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:0AA9ADD6A9158EFAD3E6649E3AFFD607C7E2629F6677AF19F9988C8FBB0757B0","node_modules/prebuild-install","https://github.com/prebuild/prebuild-install.git","https://github.com/prebuild/prebuild-install"
"prisma-client-46c3aef436094650951a17aff6f627bdc8bf143dc53f07f45ae481f51ac5f4fb","5.22.0","[missing]","MISSING_METADATA_REVIEW","","","node_modules/.prisma/client","",""
"process-nextick-args","2.0.1","MIT","METADATA_RECORDED","license.md","license.md:ECDCCBCF39024F624DED480C01C0B25458E1ECA8F26ECF040933865CE56D9A4F","node_modules/process-nextick-args","https://github.com/calvinmetcalf/process-nextick-args.git","https://github.com/calvinmetcalf/process-nextick-args"
"process","0.11.10","MIT","METADATA_RECORDED","LICENSE","LICENSE:59A400D04C5078579ACC27DDD6452C1BDF763F9506E01364700935FBB1A7C91B","node_modules/process","git://github.com/shtylman/node-process.git",""
"progress","2.0.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:D7D2A7786DE7C7CFD96F920C6F12927D74E1D2A861CA4498BF465C3BC3F4C21C","node_modules/progress","git://github.com/visionmedia/node-progress",""
"proxy-addr","2.0.7","MIT","METADATA_RECORDED","LICENSE","LICENSE:A7996721249A136FBCFC1C201BCB5F414F38A701D4A24F28ABE65E16CFCCE813","node_modules/proxy-addr","jshttp/proxy-addr",""
"proxy-agent","6.5.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:8D8C55319C7729D57BE811C747452636688D54F19701EE0752B6B15AD3771D9A","node_modules/proxy-agent","https://github.com/TooTallNate/proxy-agents.git",""
"proxy-from-env","1.1.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:F55828DF4B8752C48E765A806465B76A103E3CB363379C569B15A1DF2BA2D79E","node_modules/proxy-from-env","https://github.com/Rob--W/proxy-from-env.git","https://github.com/Rob--W/proxy-from-env#readme"
"pump","3.0.4","MIT","METADATA_RECORDED","LICENSE","LICENSE:3FE8D55A98DBF260EACE67C00CF9BC53EDB46234E840098A0B93DF3096B97FB6","node_modules/pump","git://github.com/mafintosh/pump.git",""
"puppeteer-core","24.38.0","Apache-2.0","METADATA_RECORDED","","","node_modules/puppeteer-core","https://github.com/puppeteer/puppeteer/tree/main/packages/puppeteer-core",""
"puppeteer","24.38.0","Apache-2.0","METADATA_RECORDED","","","node_modules/puppeteer","https://github.com/puppeteer/puppeteer/tree/main/packages/puppeteer",""
"qrcode-terminal","0.12.0","Apache 2.0","METADATA_RECORDED","LICENSE","LICENSE:B3C7A2FADB2515B8106EAE58439A4B9C0581A4EAA88D6A265701F8D4DD7DADB8","node_modules/qrcode-terminal","https://github.com/gtanner/qrcode-terminal","https://github.com/gtanner/qrcode-terminal"
"qs","6.14.2","BSD-3-Clause","METADATA_RECORDED","LICENSE.md","LICENSE.md:E7DC37BF662D7F786EFCB46C545615E70C1DAF458A38385521C63CF6607CDFE1","node_modules/qs","https://github.com/ljharb/qs.git","https://github.com/ljharb/qs"
"range-parser","1.2.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:F655E6291356EC0DE7A8F0E69F294961A2CEA86678EC94588BE1E6A492E278AB","node_modules/range-parser","jshttp/range-parser",""
"raw-body","2.5.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:37876D7DE8BDF5E5B9B58A697EBC34044624E493E6F49EFF5C938E5226DCAC6B","node_modules/raw-body","stream-utils/raw-body",""
"rc","1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","MULTI_OR_SPECIAL_LICENCE_REVIEW","LICENSE.APACHE2 | LICENSE.BSD | LICENSE.MIT","LICENSE.APACHE2:E8734448285A2DD773D40136ED5D5E8163A70701DD540CDC796CFCA232F67D55 | LICENSE.BSD:65E7E4D223688C601F42959DEFDE380F8C4AA677FA4706DA3B4A53F129BD78A3 | LICENSE.MIT:D72DEA1A8CDF3F4DFA2F594253D0C5B37BAEFC76E806F5ECB0E426393EDCD505","node_modules/rc","https://github.com/dominictarr/rc.git",""
"readable-stream","2.3.8","MIT","METADATA_RECORDED","LICENSE","LICENSE:EC62DC96DA0099B87F4511736C87309335527FB7031639493E06C95728DC8C54","node_modules/duplexer2/node_modules/readable-stream | node_modules/lazystream/node_modules/readable-stream","git://github.com/nodejs/readable-stream",""
"readable-stream","3.6.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:EC62DC96DA0099B87F4511736C87309335527FB7031639493E06C95728DC8C54","node_modules/readable-stream","git://github.com/nodejs/readable-stream",""
"readable-stream","4.7.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:EC62DC96DA0099B87F4511736C87309335527FB7031639493E06C95728DC8C54","node_modules/archiver-utils/node_modules/readable-stream | node_modules/archiver/node_modules/readable-stream | node_modules/compress-commons/node_modules/readable-stream | node_modules/crc32-stream/node_modules/readable-stream | node_modules/zip-stream/node_modules/readable-stream","git://github.com/nodejs/readable-stream","https://github.com/nodejs/readable-stream"
"readdir-glob","1.1.3","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:8CD23E2D76D2791765F7DD1025A9DF99D81DB91DA9E2701F283987A1C0435AA3","node_modules/readdir-glob","git://github.com/Yqnn/node-readdir-glob.git","https://github.com/Yqnn/node-readdir-glob"
"reflect-metadata","0.2.2","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:C5217B0544EA9C91D010863582D6F6B35EC50E4146C34DEE085DDCEC5DD92DEF","node_modules/reflect-metadata","https://github.com/rbuckton/reflect-metadata.git","http://rbuckton.github.io/reflect-metadata"
"require-directory","2.1.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:A92E52EB1FA7CD746E3827BF01D3A3589BBC8E1E51348B1DA042AAD165525AD1","node_modules/require-directory","git://github.com/troygoode/node-require-directory.git","https://github.com/troygoode/node-require-directory/"
"resolve-from","4.0.0","MIT","METADATA_RECORDED","license","license:48DA2F39E100D4085767E94966B43F4FA95FF6A0698FBA57ED460914E35F94A0","node_modules/resolve-from","sindresorhus/resolve-from",""
"rxjs","7.8.2","Apache-2.0","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:81C407AC717813B0E3795402960E04003C7BBA8BA59B621624707028531C9ADE","node_modules/rxjs","https://github.com/reactivex/rxjs.git","https://rxjs.dev"
"safe-buffer","5.1.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:C7CC929B57080F4B9D0C6CF57669F0463FC5B39906344DFC8D3BC43426B30EAC","node_modules/duplexer2/node_modules/safe-buffer | node_modules/lazystream/node_modules/safe-buffer","git://github.com/feross/safe-buffer.git","https://github.com/feross/safe-buffer"
"safe-buffer","5.2.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:C7CC929B57080F4B9D0C6CF57669F0463FC5B39906344DFC8D3BC43426B30EAC","node_modules/safe-buffer","git://github.com/feross/safe-buffer.git","https://github.com/feross/safe-buffer"
"safer-buffer","2.1.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:4BC935E71BE198C67DDF3C2B5FDDB195F6EDC182BFC155A96A6DB61B44B494B9","node_modules/safer-buffer","git+https://github.com/ChALkeR/safer-buffer.git",""
"semver","7.8.5","ISC","METADATA_RECORDED","LICENSE","LICENSE:4EC3D4C66CD87F5C8D8AD911B10F99BF27CB00CDFCFF82621956E379186B016B","node_modules/semver","git+https://github.com/npm/node-semver.git",""
"send","0.19.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:25A328069FE771F8ED5B6F983ED4B0E6C84B3312AC0F69B28C3D52DC277962C9","node_modules/send","pillarjs/send",""
"serve-static","1.16.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:63B9A188D7D43E64B0558B7115255045B9FE20A5FC3FF483421CB899E7F52BCB","node_modules/serve-static","expressjs/serve-static",""
"set-function-length","1.2.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:BF9B0D665BE2A689851EEA667CA9F42066EA1D903B38349C51E6A44B2577680A","node_modules/set-function-length","git+https://github.com/ljharb/set-function-length.git","https://github.com/ljharb/set-function-length#readme"
"setprototypeof","1.2.0","ISC","METADATA_RECORDED","LICENSE","LICENSE:76D6D1EA0C268DA37DD3C961B4FCFB23DEE8417FFF9E8786D4D44C585B781B69","node_modules/setprototypeof","https://github.com/wesleytodd/setprototypeof.git","https://github.com/wesleytodd/setprototypeof"
"sha.js","2.4.12","(MIT AND BSD-3-Clause)","MULTI_OR_SPECIAL_LICENCE_REVIEW","LICENSE","LICENSE:58DCF38BE1438F739412B87EB70D64BF00E9976D529BB119F700D8B3167924F0","node_modules/sha.js","git://github.com/crypto-browserify/sha.js.git","https://github.com/crypto-browserify/sha.js"
"sharp","0.35.4","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:73BA74DFAA520B49A401B5D21459A8523A146F3B7518A833EEA5EFA85130BF68","node_modules/sharp","git+https://github.com/lovell/sharp.git","https://sharp.pixelplumbing.com"
"shebang-command","2.0.0","MIT","METADATA_RECORDED","license","license:69DEE148A2CC470554DFA7142E830662062394D0FE67CDDD379ABA90DC60D6B3","node_modules/shebang-command","kevva/shebang-command",""
"shebang-regex","3.0.0","MIT","METADATA_RECORDED","license","license:48DA2F39E100D4085767E94966B43F4FA95FF6A0698FBA57ED460914E35F94A0","node_modules/shebang-regex","sindresorhus/shebang-regex",""
"side-channel-list","1.0.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:5E325595B4EA8CFEC3802F545B1DEF5D7B73E4A5B8E9BA63E32A320F67732292","node_modules/side-channel-list","git+https://github.com/ljharb/side-channel-list.git","https://github.com/ljharb/side-channel-list#readme"
"side-channel-map","1.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:5E325595B4EA8CFEC3802F545B1DEF5D7B73E4A5B8E9BA63E32A320F67732292","node_modules/side-channel-map","git+https://github.com/ljharb/side-channel-map.git","https://github.com/ljharb/side-channel-map#readme"
"side-channel-weakmap","1.0.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:CFC3F455254C0AF0655CC3FF46A41ED644B67599F6043346169D285BF2B3CF3B","node_modules/side-channel-weakmap","git+https://github.com/ljharb/side-channel-weakmap.git","https://github.com/ljharb/side-channel-weakmap#readme"
"side-channel","1.1.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:CFC3F455254C0AF0655CC3FF46A41ED644B67599F6043346169D285BF2B3CF3B","node_modules/side-channel","git+https://github.com/ljharb/side-channel.git","https://github.com/ljharb/side-channel#readme"
"signal-exit","4.1.0","ISC","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:B173E19B9A78DF305577ACE0E52EF45A4BCC915EA28B47B256DC3B68DCB1F7E7","node_modules/signal-exit","https://github.com/tapjs/signal-exit.git",""
"simple-concat","1.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:D4C2065E2B936E62A4EB400EFB4576EDEC9CA1388A9F78AA288E147275E7BC8B","node_modules/simple-concat","git://github.com/feross/simple-concat.git","https://github.com/feross/simple-concat"
"simple-get","4.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:D4C2065E2B936E62A4EB400EFB4576EDEC9CA1388A9F78AA288E147275E7BC8B","node_modules/simple-get","git://github.com/feross/simple-get.git","https://github.com/feross/simple-get"
"smart-buffer","4.2.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:C46E2C333E1C9E6FCFD130CF91B8E54BF67B60FABBC04996F7E199B990353FF3","node_modules/smart-buffer","https://github.com/JoshGlazebrook/smart-buffer.git","https://github.com/JoshGlazebrook/smart-buffer/"
"socks-proxy-agent","8.0.5","MIT","METADATA_RECORDED","LICENSE","LICENSE:8D8C55319C7729D57BE811C747452636688D54F19701EE0752B6B15AD3771D9A","node_modules/socks-proxy-agent","https://github.com/TooTallNate/proxy-agents.git",""
"socks","2.8.7","MIT","METADATA_RECORDED","LICENSE","LICENSE:4F4F28866154C8D758241A64296E8790D45D7D912FF7B029930778C06D8F2A72","node_modules/socks","https://github.com/JoshGlazebrook/socks.git","https://github.com/JoshGlazebrook/socks/"
"source-map","0.6.1","BSD-3-Clause","METADATA_RECORDED","LICENSE","LICENSE:6CB0631F71C7749763FD3DD1D5BEE52DD1070EC17F2EDC1710079AD070BD2FBD","node_modules/escodegen/node_modules/source-map","http://github.com/mozilla/source-map.git","https://github.com/mozilla/source-map"
"split2","4.2.0","ISC","METADATA_RECORDED","LICENSE","LICENSE:C372EF2FA1DFCB124ED807609751E75E3A009F108C5724916B489288FCB88A0C","node_modules/split2","https://github.com/mcollina/split2.git",""
"sql-highlight","6.1.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:6C09537D6F5116F6339E83153095D0F7B524C4F1B627D870BE0D912E436ED5DA","node_modules/sql-highlight","git@github.com:scriptcoded/sql-highlight.git",""
"statuses","2.0.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:512CFA4D5E7A7569C7AE4DD95241CB6AE2AAF648EF9EBD080C01BD24868D26E9","node_modules/statuses","jshttp/statuses",""
"streamsearch","1.1.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:7C28463B739E2E73A49BF127D0BDA427F8C55F0B37365A044C3C3F254716118B","node_modules/streamsearch","http://github.com/mscdex/streamsearch.git",""
"streamx","2.25.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:41A2AA55A9EBAD3DF900CF37FDED512714A127F4300EF54B978F834A11EC4D48","node_modules/streamx","https://github.com/mafintosh/streamx.git","https://github.com/mafintosh/streamx"
"string_decoder","1.1.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:11F2AAFB37D06B3EE5BDAF06E9811141D0DA05263C316F3D627F45C20D43261B","node_modules/duplexer2/node_modules/string_decoder | node_modules/lazystream/node_modules/string_decoder","git://github.com/nodejs/string_decoder.git","https://github.com/nodejs/string_decoder"
"string_decoder","1.3.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:11F2AAFB37D06B3EE5BDAF06E9811141D0DA05263C316F3D627F45C20D43261B","node_modules/string_decoder","git://github.com/nodejs/string_decoder.git","https://github.com/nodejs/string_decoder"
"string-width","4.2.3","MIT","METADATA_RECORDED","license","license:48DA2F39E100D4085767E94966B43F4FA95FF6A0698FBA57ED460914E35F94A0","node_modules/string-width | node_modules/string-width-cjs","sindresorhus/string-width",""
"string-width","5.1.2","MIT","METADATA_RECORDED","license","license:5C932D88256B4AB958F64A856FA48E8BD1F55BC1D96B8149C65689E0C61789D3","node_modules/@isaacs/cliui/node_modules/string-width","sindresorhus/string-width",""
"strip-ansi","6.0.1","MIT","METADATA_RECORDED","license","license:48DA2F39E100D4085767E94966B43F4FA95FF6A0698FBA57ED460914E35F94A0","node_modules/strip-ansi | node_modules/strip-ansi-cjs","chalk/strip-ansi",""
"strip-ansi","7.2.0","MIT","METADATA_RECORDED","license","license:5C932D88256B4AB958F64A856FA48E8BD1F55BC1D96B8149C65689E0C61789D3","node_modules/@isaacs/cliui/node_modules/strip-ansi","chalk/strip-ansi",""
"strip-json-comments","2.0.1","MIT","METADATA_RECORDED","license","license:6FB9754611C20F6649F68805E8C990E83261F29316E29DE9E6CEDAE607B8634C","node_modules/rc/node_modules/strip-json-comments","sindresorhus/strip-json-comments",""
"strtok3","10.3.4","MIT","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:96FB10CAD5C8DB2C9BF1D4063B38FC6688536459E8A21A30BFF2893E974AF99D","node_modules/strtok3","https://github.com/Borewit/strtok3.git",""
"supports-color","7.2.0","MIT","METADATA_RECORDED","license","license:48DA2F39E100D4085767E94966B43F4FA95FF6A0698FBA57ED460914E35F94A0","node_modules/supports-color","chalk/supports-color",""
"tar-fs","2.1.4","MIT","METADATA_RECORDED","LICENSE","LICENSE:3FE8D55A98DBF260EACE67C00CF9BC53EDB46234E840098A0B93DF3096B97FB6","node_modules/prebuild-install/node_modules/tar-fs","https://github.com/mafintosh/tar-fs.git","https://github.com/mafintosh/tar-fs"
"tar-fs","3.1.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:3FE8D55A98DBF260EACE67C00CF9BC53EDB46234E840098A0B93DF3096B97FB6","node_modules/tar-fs","https://github.com/mafintosh/tar-fs.git","https://github.com/mafintosh/tar-fs"
"tar-stream","2.2.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:3FE8D55A98DBF260EACE67C00CF9BC53EDB46234E840098A0B93DF3096B97FB6","node_modules/tar-stream","git+https://github.com/mafintosh/tar-stream.git","https://github.com/mafintosh/tar-stream"
"tar-stream","3.2.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:3FE8D55A98DBF260EACE67C00CF9BC53EDB46234E840098A0B93DF3096B97FB6","node_modules/archiver/node_modules/tar-stream | node_modules/tar-fs/node_modules/tar-stream","git+https://github.com/mafintosh/tar-stream.git","https://github.com/mafintosh/tar-stream"
"teex","1.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:69B1CE578AD0AA97CE5302C7CB8D507C2FBE5A670712B02F0B4A2B95CAE3184A","node_modules/teex","https://github.com/mafintosh/teex.git","https://github.com/mafintosh/teex"
"text-decoder","1.2.7","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:C71D239DF91726FC519C6EB72D318EC65820627232B2F796219E87DCF35D0AB4","node_modules/text-decoder","git+https://github.com/holepunchto/text-decoder.git","https://github.com/holepunchto/text-decoder#readme"
"to-buffer","1.2.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:6A134E51AA31496C15A741592FC5D782B2DBF8D8B6B8524E15C8520AE0CD6374","node_modules/to-buffer","https://github.com/browserify/to-buffer.git","https://github.com/browserify/to-buffer"
"toidentifier","1.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:A832D679750E49AB433626AB196350B89964B60EB0D3EDD3341887C7D5F4C128","node_modules/toidentifier","component/toidentifier",""
"token-types","6.1.2","MIT","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:EB0BFF8FAABA4581E0F09C962E0F795F1F8810191C9D616F3F66F36BE4B3A5DC","node_modules/token-types","git+https://github.com/Borewit/token-types.git",""
"tr46","0.0.3","MIT","METADATA_RECORDED","","","node_modules/tr46","git+https://github.com/Sebmaster/tr46.js.git","https://github.com/Sebmaster/tr46.js#readme"
"tslib","2.8.1","0BSD","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:210B19E543130388C68654B7497E967119CE17145F66AB7D85688FBD70F08751","node_modules/tslib","https://github.com/Microsoft/tslib.git","https://www.typescriptlang.org/"
"tunnel-agent","0.6.0","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:D446A8C73D7BBE4872D6524B15AE206F9A2D7EB53F8C9CB6E6C893A43ACC5276","node_modules/tunnel-agent","https://github.com/mikeal/tunnel-agent",""
"type-is","1.6.18","MIT","METADATA_RECORDED","LICENSE","LICENSE:23D466B1B134B415B66FA50C6526B4CF3E7B9258554DA88D3ABB371721E7CE68","node_modules/type-is","jshttp/type-is",""
"typed-array-buffer","1.0.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:B41D08BC3624D8C436FC80237D73EBB361985A67F4504BBCD703E5CA2B27254C","node_modules/typed-array-buffer","git+https://github.com/inspect-js/typed-array-buffer.git","https://github.com/inspect-js/typed-array-buffer#readme"
"typed-query-selector","2.12.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:E5A82D3D14A3B0FFFB34243E6CC465D7B5C9E1CA2EF047EE5842EF50F9999E7E","node_modules/typed-query-selector","g-plane/typed-query-selector",""
"typedarray","0.0.6","MIT","METADATA_RECORDED","LICENSE","LICENSE:26181EBEE1063F3DC6766A3B6D05999A0DA058F172EADF2CA5D15105FFD9735A","node_modules/typedarray","git://github.com/substack/typedarray.git","https://github.com/substack/typedarray"
"typeorm","0.3.28","MIT","METADATA_RECORDED","","","node_modules/typeorm","https://github.com/typeorm/typeorm.git","https://typeorm.io"
"uid","2.0.2","MIT","METADATA_RECORDED","license","license:9A9EDAD7BAAE52622BDDF3C15B2EF8A33D2C89F2D25408AD13E8A7481C6B0C97","node_modules/uid","lukeed/uid",""
"uint8array-extras","1.5.0","MIT","METADATA_RECORDED","license","license:5C932D88256B4AB958F64A856FA48E8BD1F55BC1D96B8149C65689E0C61789D3","node_modules/uint8array-extras","sindresorhus/uint8array-extras",""
"undici-types","6.21.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:A6DB8096B2707BC0102D256917D4D33F298BA36D8C3F25DE067A2B5BB379DB27","node_modules/undici-types","git+https://github.com/nodejs/undici.git","https://undici.nodejs.org"
"universalify","2.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:3FDA5977C0904E226190B4E21D64340C1731E2142D6FE5F3DEE0090A216B8B63","node_modules/universalify","git+https://github.com/RyanZim/universalify.git","https://github.com/RyanZim/universalify#readme"
"unpipe","1.0.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:1A526FBE8D8577F5A4B1C2821842B55B7C0E18862531C62AE4CE69C9B19B74B6","node_modules/unpipe","stream-utils/unpipe",""
"unzipper","0.12.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:B9E9ABEAF8B92573DC28915D4948DBCE30D55B30C688D109898B35E6105C4215","node_modules/unzipper","https://github.com/ZJONSSON/node-unzipper.git",""
"util-deprecate","1.0.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:0154425673DB15CDFA80ECBA2C9B1F1A867F7197A006764712849BFC3A93CBB7","node_modules/util-deprecate","git://github.com/TooTallNate/util-deprecate.git","https://github.com/TooTallNate/util-deprecate"
"utils-merge","1.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:6E7D699CDD1E4FA837BA7718EA49841AA67201B449EA8B3F9CF274BE15974A64","node_modules/utils-merge","git://github.com/jaredhanson/utils-merge.git",""
"uuid","11.0.3","MIT","METADATA_RECORDED","LICENSE.md","LICENSE.md:BEAA6B04FB82E41DD2AD679E19E27953AFB5999B1ABBB455B6564E78EBFEB332","node_modules/uuid","https://github.com/uuidjs/uuid.git",""
"uuid","11.1.0","MIT","METADATA_RECORDED","LICENSE.md","LICENSE.md:BEAA6B04FB82E41DD2AD679E19E27953AFB5999B1ABBB455B6564E78EBFEB332","node_modules/typeorm/node_modules/uuid","https://github.com/uuidjs/uuid.git",""
"uuid","9.0.1","MIT","METADATA_RECORDED","LICENSE.md","LICENSE.md:BEAA6B04FB82E41DD2AD679E19E27953AFB5999B1ABBB455B6564E78EBFEB332","node_modules/@nestjs/typeorm/node_modules/uuid","https://github.com/uuidjs/uuid.git",""
"validator","13.15.26","MIT","METADATA_RECORDED","LICENSE","LICENSE:683B3C34623E01DAAD41CB2A3D0A93578C590F8D0206CBD8B0B579FB7DEF2603","node_modules/validator","git+https://github.com/validatorjs/validator.js.git","https://github.com/validatorjs/validator.js"
"vary","1.1.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:BD47CE7B88C7759630D1E2B9FCFA170A0F1FDE522BE09E13FB1581A79D090400","node_modules/vary","jshttp/vary",""
"webdriver-bidi-protocol","0.4.1","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:B08840544230421823A071F4DACE39A58BE90A54537F36C4B283C93D93D70CC6","node_modules/webdriver-bidi-protocol","git+https://github.com/GoogleChromeLabs/webdriver-bidi-protocol.git",""
"webidl-conversions","3.0.1","BSD-2-Clause","METADATA_RECORDED","LICENSE.md","LICENSE.md:A889CC4DBEE2AE172C179856B25D75B0B7A5A136E1B97109B9B590B2FF1A879C","node_modules/webidl-conversions","jsdom/webidl-conversions",""
"whatsapp-web.js","1.34.7","Apache-2.0","METADATA_RECORDED","LICENSE","LICENSE:C392588658E638D0D415B7552CD987F18994BF6ACFC58A2BD4B7A39107DAE4DC","node_modules/whatsapp-web.js","git+https://github.com/wwebjs/whatsapp-web.js.git","https://wwebjs.dev/"
"whatwg-url","5.0.0","MIT","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:6B7A1792144374D84DC5ED3655B8BBE2754D06F4F1F64A9FB8B9DE2D6F448B85","node_modules/whatwg-url","jsdom/whatwg-url",""
"which-typed-array","1.1.20","MIT","METADATA_RECORDED","LICENSE","LICENSE:C61652DB3D2808F667B48AF0A358F0D85FD07AD4A0D0B1A50882DEC3B764C522","node_modules/which-typed-array","git://github.com/inspect-js/which-typed-array.git",""
"which","1.3.1","ISC","METADATA_RECORDED","LICENSE","LICENSE:4EC3D4C66CD87F5C8D8AD911B10F99BF27CB00CDFCFF82621956E379186B016B","node_modules/fluent-ffmpeg/node_modules/which","git://github.com/isaacs/node-which.git",""
"which","2.0.2","ISC","METADATA_RECORDED","LICENSE","LICENSE:4EC3D4C66CD87F5C8D8AD911B10F99BF27CB00CDFCFF82621956E379186B016B","node_modules/which","git://github.com/isaacs/node-which.git",""
"wrap-ansi","7.0.0","MIT","METADATA_RECORDED","license","license:5C932D88256B4AB958F64A856FA48E8BD1F55BC1D96B8149C65689E0C61789D3","node_modules/cliui/node_modules/wrap-ansi | node_modules/wrap-ansi-cjs","chalk/wrap-ansi",""
"wrap-ansi","8.1.0","MIT","METADATA_RECORDED","license","license:5C932D88256B4AB958F64A856FA48E8BD1F55BC1D96B8149C65689E0C61789D3","node_modules/@isaacs/cliui/node_modules/wrap-ansi","chalk/wrap-ansi",""
"wrappy","1.0.2","ISC","METADATA_RECORDED","LICENSE","LICENSE:4EC3D4C66CD87F5C8D8AD911B10F99BF27CB00CDFCFF82621956E379186B016B","node_modules/wrappy","https://github.com/npm/wrappy","https://github.com/npm/wrappy"
"ws","8.20.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:2B29DCFE0D6471F7E8C92C5FB38C9F93EDEE10330937055440192F1832B1ECEF","node_modules/ws","git+https://github.com/websockets/ws.git","https://github.com/websockets/ws"
"xtend","4.0.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:82E67379203D5794E7C44549847D8D64AE6904591381682360470898BD306821","node_modules/xtend","git://github.com/Raynos/xtend.git","https://github.com/Raynos/xtend"
"y18n","5.0.8","ISC","METADATA_RECORDED","LICENSE","LICENSE:2034CCE3B6FAFCDDD642C4175E01D3DDFC332A53B9F20FDC46B1466DC89AC469","node_modules/y18n","yargs/y18n","https://github.com/yargs/y18n"
"yargs-parser","21.1.1","ISC","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:365496CA1F56DA40B23C9815FC40FA9005847B2F8F8FD1C1A4929EF25EC8CD1D","node_modules/yargs-parser","https://github.com/yargs/yargs-parser.git",""
"yargs","17.7.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:2F1A503BFAB84B3BA7393627308B3274501E459E3B5185BBB56BBF16CB1602D4","node_modules/yargs","https://github.com/yargs/yargs.git","https://yargs.js.org/"
"yauzl","2.10.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:B303783D5EB7CA50B853FFA5F145E4E7998FAB339831D848F507CA6CD970577A","node_modules/yauzl","https://github.com/thejoshwolfe/yauzl.git","https://github.com/thejoshwolfe/yauzl"
"zip-stream","6.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:79BAD9F51738814F83251AE89460326B2FF2EA19FF5F71AB8F7636B2E17BB231","node_modules/zip-stream","https://github.com/archiverjs/node-zip-stream.git","https://github.com/archiverjs/node-zip-stream"
